ID,text,labels
1313095535923015680t,@MattHancock So you are hedging that the oxford vaccine will be viable in the spring as projected ! So when it isn ’ t what then ? Why is the action level for this virus 100 / 100000 ? But every other outbreak is 400 / 100000 ? #WhyAreTheyDoingThis,ineffective
1348973394440708098t,@MrStache9 Well i believe there won't be an election until Trudick get enough covid vaccine into enough people to claim he did something right . So probably not until the fall . We all know minoritie governments don't usually last long .,political
1389856560990412804t,#WorldCovidUpdate 🇮 🇳 India accounted for 46 % of the new COVID cases worldwide last week and 1 in 4 of deaths 🇨 🇦 The Canadian province of Alberta reported its first death of a patient from a rare blood clot condition after receiving the AstraZeneca vaccine . https : / / t.co/5mJpu2OtIF,side-effect
1335733587841323011t,"@LBC @NIAbbot Withdraw the legal immunity from prosecution from Pfizer ( and the others ) , if they don't have faith their product works with no problems , why should we ?",pharma
1309163620153151492t,COVID vaccine clinical trials doomed to fail ; fatal design flaw ; NY Times opinion piece exposes all three major clinical trials - https : / / t.co/KH2XiMNsbK,rushed
1376927419492368389t,The Nova Scotia government has put me in a vaccine type / category that other provinces have declined . They tell me if I refuse I have to wait ... a big thank you for putting my life at risk . #imatter #getittogether 😡 😡 😡,political
1344371487390760960t,"@mark199 @toryboypierce @AstraZeneca So you want us locked down until the vulnerable are all vaccinated , although it still won't stop the spread , and could take 6 months . Then what ?",ineffective
1185221516553867275t,There is a report of heavy metal in baby food . Says it interferes with the way the brain is wired . What about the metal in vaccines ? They worry about food but not a vaccine ? Why ? Please look it up and consider what about vaccines ... ?,ingredients
1346595838466912261t,@punkstrupet @BBCNews @UKCLPARTY It's the Pfizer bio tech covid vaccine . Why would I lie . Compare the ingredients . 100 % of old and sick are on some meds . No combined testing . Guinea pigs .,ingredients rushed
1354638874362826752t,@catkins989 @j_mcelroy You might want to look into it a little more . It's barely even a vaccine but mRNA vaccine technology that has not been tested long - term and may worsen infection through pathogenic priming . And could cause autoimmune disease and doesn't stop transmission . https : / / t.co/GQOsfYL8H2,rushed
1414073004452040704t,"@Jason I know several families where everyone got COVID 19 Vaccinated people had either mild disease or asymptomatic positivity . Unvaccinated ended up in ICU , and some died ( all unvaccinated ) Vaccine Oxford ChAdOx 1",side-effect
1407907583617208325t,Germany and South Africa demand action over spoiled Johnson & Johnson Covid vaccines https : / / t.co/lpMpLv83Z7 via @TheNationalNews,country
1277888730037018625t,@RuddyIrie_ @CTVNews Explicitly said I was not an anti - vaxxer . Just avoid new vaccines Everyone is free to choose . Did I choose for them ? Are you limiting free speech ?,mandatory rushed
1339303276186099712t,"@jjcromag @AlexBerenson @moderna_tx I mean if you have 50 million people getting the shot it ’ s going to happen people will die within a few days of it , because bad things happen relatively often when large numbers are involved , completely ridiculous to worry about this stuff .",side-effect
1064229450605346817t,"@coldner @JasonVillalba @SarahforHD134 @texmed Agreed , especially with the flu vaccines of late . And a number actually contract seem to CONTRACT the flu , or some mild version , during the vaccination itself . As I said ; in some areas , we seem to be over - vaccinating .",side-effect
1303568340032643072t,@Ladyinhislife2 @PeasantJustice @AP @moderna_tx The side effects of an mRNA vaccine will probably be long term ... things like autoimmune disorders . These won't show up in clinical trials that barely last a few months .,rushed side-effect
1326598342449782785t,"So can someone tell me why we need this scam vaccine when Johnson and Donald Trump are supposed to have had Covid - 19 , so why can ’ t people get exactly the same treatment as they did as I remember Boris made a big deal about the nhs saving his life but we have to save the nhs .",unnecessary
1048372107049095169t,"@KimRossi1111 Mothers of autistic children are mocked & set - straight by too many "" experts "" out there . My sons predated vaccine overload . They suffered oxygen deficiency at birth . Brain damage that causes autism can come from many different factors . Research on vaccine injury must be demanded .",side-effect
1343234044276797440t,"Seriously ? Why would you be worried if a vaccine worked ? It really shouldn't matter being surrounded by COVID if the vaccine worked . Seems like you have no trust in your vaccine . Use logic , Mr . Yang , and stop your authoritarian impulses . Mayor ? I think NOT .",ineffective
1255582173534486528t,"@AParapanos @Fire_Syde @Idontthinksokid @Charlotte3003G @wordwhisperer They call it vaccine injury , not specific to one cause . There is enough evidence to say correlation , but that doesn ’ t mean causation . So they look at the chemicals added to preserve the vaccine , which can cause harm . ( Not to everyone ) . That ’ s why they look for safer vaccines .",ingredients
1253812242778210305t,"@JNJNews @MccannHealth I will never , never be caught getting a so - called "" vaccine "" from your shady , corrupt company . No thanks .",none
1336286418679820289t,"@SciencePharmer During that year , the flu vaccine was 35 % percent , as opposed to other higher percentages previous years . People are COVID fatigued , as you know . If the vax was worth taking , I ’ d do it , but knowing it has to take time to build up , I ’ m forgetting what my family ’ s faces look like .",ineffective
1294599798029524995t,"@CEPIvaccines @vox I feel like suboptimal vaccines are being pushed into population . FDA approves phase 3 without peer review for moderna . What is going on here ? People deserve the best vaccine , not the worst ! #ino4800 #inovio",rushed
1408481638279827458t,"the @apf put out a tweet - which is sensationalistic - which leave out the important detail : these "" over dozen fully vaccinated doctors "" - it was all with a Chinese vaccine that has provided = = > ZERO < = = efficacy data where similar events in other countries prove it is WORTHLESS https : / / t.co/TWlKMLWRCg",country ineffective rushed
1320925646625751040t,@ScottVMeyers @MarioDBailey @nmorry Yes in year 2 . I still think a huge group of people either won't get the vaccine or won't have access to it . I also am not completely sold on the effectiveness of a rushed vaccine . Over time we will get it down to levels similar to the flu but I suspect that will take a few year,ineffective rushed unnecessary
1304778689071255553t,"@Daftarcom3 @JoeBiden Science can ’ t fix COVID - 19 yet ! And if they do is just going to be 1 % of them making a vaccine with a secondary effects . Meanwhile Chinese scientists probably already testing a new Frankenstein virus 🦠 ! Man make religion happen , smartphones are the new religion .",side-effect
1298180642262450176t,"@MattHancock And we know damn well you are just going to use the regular flu season this winter and label everything under the sun as "" covid 19 "" to lockdown the country again and to force vaccination on the population . Your a disgrace of a man absolute disgrace",mandatory
1375094093324414978t,"We , the vaccinated , will stop wearing our masks and will go back to normal . We ’ ll still be spreading it , because the vaccine doesn ’ t stop us getting it , it just means we don ’ t get sick . 2 /",ineffective
1360339472299171842t,"@CTVNews What's the current "" dead FROM vaccine "" count ? And remember - you have to count it the same way covid "" deaths "" are counted !",side-effect
1251874498053373952t,Antarctica shouldn't dream of Corona Virus vaccine without worry .,none
1318191082035843074t,"From everything I've read , a vaccine is very unlikely . Covid is basically not a respiratory disease but an immune disorder . Some people have a dysfunctional immune response to the virus . There's no way to immunise this .",ineffective
1332318632236388352t,@realDonaldTrump I don ’ t want Moderna vaccines . Only therapeutics . Moderna in bed with Bill Gates . What are you doing my beloved Trump ?,pharma
1333506177922199553t,@SteDavies1981 Yep I love going to gigs but I would rather go with out than take a vaccine #justsaying,none
1377536485201743874t,Woman suffers agonizing rash after Oxford - AstraZeneca COVID vaccine https : / / t.co/Muk5pHnbP6 https : / / t.co/CDTXrq2vQi,side-effect
1339416650198597633t,Alaska Health Worker Had a Serious Allergic Reaction After Pfizer's Vaccine https : / / t.co/w9RZ1PA1EH via @Yahoo Becoming apparent that this stuff is garbage !,side-effect
1352522363712098304t,"@DrDooleyMD 2nd year med student with a sincere question - if the vaccines don ’ t prevent infectivity and ability to carry / transmit Covid , why should people who aren ’ t high risk be getting vaccinated right now ? I don ’ t understand why my classmates are lining up for the vaccine .",ineffective
1417661084715032578t,Search Results from the #VAERS Database 31y ♂ ️ #Nevada #Moderna #Covidvaccine #heartAttack #cardiology Administered by #military https : / / t.co/wIKJfQRJGf,side-effect
1335239608255336448t,"@NatGeo The same vaccine was rejected in Switzerland . Also , in the UK if something goes wrong you won't be able to sue Pfizer as it's a part of the agreement between British government and the company .",pharma political
1336111235746713602t,@RichHiggins_DC I hope so . We also need lawyers willing to file thousands of lawsuits against any company forcing a Covid vaccine as a precondition to service or employment . Time to #StopTheGreatReset 😳,mandatory
1220472904984428545t,@BasedPoland Fear porn .. they want masses of people to voluntarily get vaccinated .. it ’ s all part of their agenda,conspiracy
1256725603325263873t,@CazenoveJ @DaveSolarwarden @DeepStateExpose Absolutely i agree . I will not get a flu vaccine and certainly not getting covid one either,none
1342744133610295296t,US nurse faints after Pfizer - BioNTech COVID - 19 vaccine shot https : / / t.co/b68vRUi2GQ via @YouTube They know the shot is dangerous but they vaccine people with that poison,side-effect
1397842214110253060t,"While breathlessly claiming a PR effort that “ could be linked ” to Russia , major Western outlets are turning a blind eye to the very real report , authored by AstraZeneca , asking for better standards of data about vaccine safety . https : / / t.co/CLR67wiumk",side-effect
1236223154248445953t,"the pro - #vaccine propagandists don't know anybody with #autism , they think they're experts on my condition just because they watch TV and movies . #StopVaccines #vaccineInjured #VaccinesCanKill #ActuallyAutistic #StopDiminishingAutism #StopAbleism #VaccinesCauseCustomers https : / / t.co/131kKRGMpm",side-effect
1337146627811803138t,"@DarcyK74 @SChad71593015 That was then . This is now . I'm throwing all my trust behind Pfizer now . Can't wait to get the rushed to market , new - gen experimental vaccine with "" 90 % "" chance of success to keep myself safe from that killer virus out there we are all hiding from with a meagre 99.9 % survival rate https : / / t.co/9KkQvFRRrW",ineffective
1337195402379014144t,@GovAndyBeshear @ferguriffic I heard people have gotten Bell's Palsy from the Pfizer vaccine . No thanks .,side-effect
1397403802676842497t,First man in world to get approved Covid jab is dead : Brit William Shakespeare dies at 81 from a stroke after long illness on December 8 he received the Pfizer / BioNTech jab at the University Hospital Coventry . https : / / t.co/U0OHCm9G4r,side-effect
1339118700276953088t,"@trishgreenhalgh Yes but is the Oxford vaccine effective . How will I know if it has worked or not . There's a shortage of Pfizer vaccines and problems with logistics and the Moderna vaccine won't be rolled out till March , in very small quantities . Safety is not the only issue .",ineffective
1357309337983569920t,@globaltimesnews China's vaccine is very dangerous it has been banned in many south American countries . Chinese vaccine is spreading more Corona virus in people who is taking Chinese vaccine . Please take care of your family . https : / / t.co/21l9QCOPWB,country ineffective
1353770204937949184t,@MsCrisis @Kae_Jay What I suspect : those given booster later than 21 days will have less vaccine efficacy and need a 3rd shot . But first people are going to get overconfident and sick . Then people will say the vaccine doesn't work . Meanwhile Pfizer profits and blames AB for any issues with vaccine,ineffective
1280110948976558080t,"@CMA_Docs "" ... no vaccine or drug has been approved to prevent or treat COVID - 19 yet . "" They're available ! Why not approved ? Time for a class - action lawsuit against medical entities who knowingly hide the cure ! #HCQ",pharma
1287331917528879110t,"Every person carries the corona virus with them If you take good care of yourself and your immune system is intact , don't worry . The coronavirus is no longer a flu . The government sows unnecessary fear for a dark reason ! they want to give you a deadly vaccine !",conspiracy unnecessary
1370291294401073152t,"The idea of ' zero covid ' is pathetic . Viruses mutate , on a global stage . WHEN covid mutates past the reach of this ' vaccine ' , those vulnerable will need another . Like Flu . Global companies are creating new markets for their unnecessary products .",ineffective pharma
1353886643283849217t,"Maybe Michelle , spend some time learning about the vaccine before you promote it ?",rushed
1344831072987709440t,@peter_lord @aitchemcee283 @melraunch1 @cononeilluk Even more worrying . In their hurry to rush the Pfizer vaccine through the U . K . agreed not to hold Pfizer responsible for any problems .,rushed
1352813059824205825t,va @PerilOfAfrica Biden wants to squeeze an extra shot of vaccine out of every Pfizer vial . It requires special syringes . https : / / t.co/lYxA1jPNcX,political
1366085639863635971t,My entire life changed with one word ... vaccine ! I then knew it was all about control . Now is the time to #optout #anarchy #agorism #freesociety,conspiracy
1336481772985446400t,"@robinmonotti "" Six people died in Pfizer ’ s late - stage trial of the COVID - 19 vaccine , the US Food and Drug Administration has revealed just hours after Britain became the first country in the world to roll out the vaccine . "" KS : "" You'll be dead and you'll be happy "" https : / / t.co/HAWvm6AZSm",side-effect
1388469392866938880t,Former Pfizer Chief Scientific Officer on Experimental COVID Injections : “ I Have Absolutely no Doubt that we are in the Presence of Evil ” - Vaccine Impact . https : / / t.co/zLFGQLji9v,side-effect
1336329375633969154t,Based off the amount of people upset that the Pfizer V supply wasnt increased its clear they will reach their goal of human 2.0 . People begging to have their dna altered . U can ’ t make this up .,conspiracy side-effect
1255302370818473985t,@HRC @PPHRtweets while uk people are at home people under smokescreen of corona virus and lockdown uk corrupt gov changed the 1984 control of disease act meaning it takes away peoples rights can force them to have a vaccine even take away their property this is tyranny https : / / t.co/5KLReIsz3Z,mandatory
1355317684485955585t,Think twice about getting vaccinated if you ’ re pregnant . PASS IT ON ...,side-effect
1293161896921706497t,"I trust Russia about as much as I trust the US which is to say that I don't trust them at all . If you want to go take your shot or end up in the gulag , comrade - then you do that . Would you trust a vaccine that Trump shows up with ? Don't trust Putin either . #RussianVaccine",country political
1265565493827698688t,"UK wake up now ! We are just #human stock to #cabal #elites #tories We are treated like sheep with an evil shepherd . Say no to #SocialDistancing #masks #vaccines It is time to protest & rise in large numbers . We unite , we are strong . #WednesdayVibes #Covid_19 #COVIDIOTS are right !",unnecessary
1333759541977210880t,Moderna needs to test their vaccine on DEMOCRATS first . I don't trust any Gates / Fauci concoction !,pharma political
1354195872687468544t,"@Nick_Pye Don ’ t care ... business as usual for me , no mask , no restrictions , see friends and family 😁 and stick ya vaccine where the sun don ’ t shine 👍 👍",mandatory
1263138444206764033t,@realDonaldTrump : BY CHOICE ONLY - DO NOT SAY MANDATORY ! ! Donald Trump Optimistic About ‘ Staggeringly Good ‘ Moderna Coronavirus Vaccine https : / / t.co/fLfixXN2Cf via @BreitbartNews,mandatory
1322627540402479104t,@SaltySeaDog7 @Raspber77407206 @BorisJohnson Boris is following the ' expert advice ' of a couple of shills with vested interests in the testing / vaccine industry . A half decent PM would have thrown them out months ago . #2ndLockdown #JohnsonMustGo,political
1409108513444429833t,@STForeignDesk @straits_times Pfizer - the rubbish vaccine . Greatest for the rubbish bin .,ineffective
1350805386832605185t,"No the trials suggest the opposite - the @moderna_tx vaccine had more side effects , especially after the second dose .",side-effect
1339948832449163266t,Alaska health care worker released from hospital after vaccine allergic reaction https : / / t.co/c9iBk5WP61,side-effect
1255825272798089219t,But they said there is no vaccine yet where will this one come from ? #StoptheNCDCBill,none
1353346425762033665t,"Title : Gates Found convinced Oxford to sell its vaccine right exclusive to AstraZeneca 💬 : The guy who was the first scientist for the vaccination , was a genius by nature , to work in the world of medical research . "" The vaccines in the UK are not a good idea if you are …",pharma
1383772434004725760t,"@Chimpsono @valacirca77 @ashowder001 @PaulStenton1 @kakape A background rate for VITT ? It's zero , that's the point . These aren't normal CVSTs . Multiple independent scientists in Norway , Germany and even the UK have confirmed these are not 1 in a billion chance clusters of CVSTs but are caused by the #OxfordVaccine",side-effect
1377182517455810571t,Of course banning it could / will save lives also . European suspension of AstraZeneca vaccine WILL cause Covid deaths https : / / t.co/au3Emx5qaN,side-effect
1339086005534478337t,"@heymynameislala @rutgers2k @GovMurphy @pfizer @BioNTech_Group foods , tobaccos and the usual products have been known to us for decades . these "" vaccines "" go straight into your blood streams and lord knows if they'll decrease sperm counts , block hormones , cause infertility , babies may come with missing limbs , saggy skins , cause wrinkles , etc",side-effect
1403732612099842065t,"Instead of admitting less than adequate science communication , @BharatBiotech is giving jilted lover vibes on twitter . How do you feel that without knowing efficacy , people are taking your vaccine . I am sure it is efficacious but where is the data ? https : / / t.co/Mjc7KqRBL6",ineffective
1428844191933730816t,@nursecaro13 Totally agree . I am double vaxxed with AstraZeneca and I am disgusted that the government can force a medical procedure without consent .,mandatory
1392805668348911623t,"@sciencescanner @BertrandBio Also cannot let the companies dictate the thought process behind it . Moderna CEO will no doubt be shouting about antibody levels 12 months post - vaccination , but whatever that drop is may represent zero erosion of immunity .",ineffective
1375895180327329794t,"@DonnaKuntz7 @Waqeup2 @PedersenJamie Imagine this ... because I am not worried about myself , but imagine if your kids got vaxxed and then you find out they are infertile , or that your entire family line has been genetically altered and can never be returned . I couldn't live with that .",side-effect
1286961746557702145t,@simondolan I fear #MandatoryMasks are simply a distraction from what is coming - #MandatoryVaccines . We must stop being distracted by what is essentially a stepping stone ( that isn't even being enforced ) and start to gather some meaningful opposition against the latter,ineffective mandatory
1401664635636432900t,"https : / / t.co/3MVXKM7Z9N I have chills , and fever ... side - effects from the Pfizer vaccine https : / / t.co/FXNyLzm4vv",side-effect
1374669567633584134t,"@Jayemel68 Once these passports are deployed they are never going away . They are a gateway to digital identification . The "" way to open up society "" argument is how people are getting behind them , but it will only be open to those that agree to regular vaccination and these digital systems .",mandatory
1376101954561130497t,"* Norwegian experts say deadly blood clots were caused by the AstraZeneca covid vaccine “ Our theory that this is a powerful immune response most likely triggered by the vaccine , has been confirmed ” , says professor and chief physician Pål Andre Holme",side-effect
1303527874708660224t,Trial by oxford has been stopped as trial patient suffered Covid with their vaccine trial & Mafia was advertising that @POTUS @realDonaldTrump @SenateCA @ErinOTooleMP @Europarl_EN @PMOIndia @narendramodi @AmitShah @HMOIndia @MoHFW_INDIA Immunity is the long term remedy - Stop Fraud,political side-effect
1285217143915782144t,"* Can train immune system * Look at the above word "" train "" . Doesn't that scare you ? Can train to do one thing & untrain another ? And development in such short time ? There are nine different strains right now . Why haven't Glaxo or Pfizer made progress ? https : / / t.co/9Zwkg9sFlm",side-effect
1351086263311486978t,@HaydenJOConnor @abcnews @GladysB Sorry Hayden but their seems to some confusion on vaccines . 1 . Not all vaccines are equal . For example an Oxford AstraZeneca vaccine may improve YOUR health outcomes BUT it does not mean you could not be infected or then transmit the virus . This is why efficacy is important 62.8 %,ineffective
1307045616594415619t,@Acosta He's right . He knows most of the population does not want a COVID vaccine . There will be plenty left over for you Jim .,none
1372959229783506945t,"@Poetic_line @OnealAnnia I feel Ppl fish in fear . Some maybe for attention . Trump radicalized mask , then kept pushing vaccine Cos , who said day 1 we won't send it if we aren't sure . Ppl don't get it would destroy them . COVID has a good chance at killing you , not the shot .",mandatory
1338480558129614848t,"i want to know why the #Pfizer #vaccine is technically not also a #virus . someone said it does not reproduce itself but that is not true . it enters a cell and tells it to make the s - protein spike of the #SARSCoV2 virus , which then leaves the cell and does the same to other cell",ingredients
1355798072073146375t,"This idea has a decisive "" FISHY STENCH "" to it ! Besides the FACT the article is from a U . S . publication . "" MSM BS SPIN BY DESIGN "" in a global "" Pfizer made VACCINE CRISIS "" ! LEARN THE REAL FACTS @brighteon the FREE SPEECH "" REAL NEWS "" VLOG SITE.Join FREE .",pharma
1371886467849592834t,@ryancapperauld I had the Oxford vaccine and within two weeks I had to go hospital with blood clots on my lungs . I have never had this before . It must be linked .,side-effect
1306237484012011521t,@LeProfMoriarty UK Talks of flu & covid vaccine ( breaks down immunity ) together . Been said every person who died with covid had that years flu vaccine . covid vaccine contents sterilise men & women . Africa 5g frequency triggers vaccine in body to cause thrombosis . Italy,side-effect
1370171714160713734t,""" A 39 - year - old healthy single mother from Utah died four days after ... second dose of the Moderna COVID - 19 vaccine ... "" "" ... family said that Kassidi Kurill “ had more energy ” than most people around her and was a happy person with no known health problems . "" https : / / t.co/IfYwXgLb1x",side-effect
1364253151747072001t,"@piersmorgan the answer is easy - money . No doubt the vaccines were promised to corporate America , there is no money in the Oxford Vaccine , like there is no money in Vitamin D .",pharma
1379568192993910784t,@60Minutes why do U . S . vaccines not get reported on when they are associated with the same symptoms as #astrazenecavaccine #oxfordvaccine ?,side-effect
1403968853810417668t,"Case report of 7 children who developed myocarditis / myopericarditis after receiving Pfizer vaccine . They developed chest pain following 2nd dose . The question is what is the true number , as this is the tip of iceberg ( not all cases get diagnosed ) . 2 / 2 https : / / t.co/JRFokkueS1",side-effect
1254404086046191617t,"Immunity no guarantee ... So a vaccine that they are pushing for , would NOT guarentee public safety ? ? The whole thing is starting to stink real bad , as they keep tripping up with WHY we must remained locked down . About killing economy not a virus . https : / / t.co/cwLJxN7rtw",side-effect
1246798920983797760t,@PaulGregory2173 @Aunt_Ester Must be careful with Fauci . Dr . Fauci is on Team Vaccine . The man who sits on the Corona Virus Vaccine becomes the first Trillion Dollar Man ! 🎰 💰 💲 🌪,pharma
1365616298089193474t,@JackAtJackAlpha @Alex12482916 @lisajshorty @jemmakay83 @TheLastLeg Same . Been all over the world and not had to have a vaccine for anything,none
1365602772914159620t,Will we see court cases arising due to damage from the Covid vaccines ? the government and ' experts ' were pushing this swine Flu vaccine .,mandatory
1376782570373984260t,"Something ain't right and the CDC director crying on TV proves it . I simply do not trust the government with telling the truth but to do what they do , withhold information . Fact Check : Have 966 people died after receiving the COVID vaccine ? https : / / t.co/ZNzUNFlKt7",side-effect
1442924815149453313t,"2 / 1 "" A woman died in New Zealand after being vaccinated with Pfizer , the Telegraph writes . The case was reported by the health ministry after an independent body investigated the cause of the woman ’ s death . "" https : / / t.co/mMdkFhsxKN",side-effect
1404476177570426884t,@BtwnThesePages @HerreraBeutler @Novavax That is why I am contacting attorney as my STATE GOP reps . I want some pressure on @POTUS to get this vaccine in USA also and @NOVAVAX to advocate for shipping to US LOCATIONS TO ASAP . America really is being offered only ONE vaccine type with higher side effects we need choice,side-effect
1371638621086875649t,Eugenics 101 : Around 60 % of those who ’ ve died with Covid had a disability.Many elderly would rather not have had vaccine but herded / told they must . Deaths in the over 80s shot up exponentially immediately after and Pfizer admits it suppressed immunity for at least a week . 🤔 https : / / t.co/tNg0vKyMpO,side-effect
1450062517129121793t,@BrockWolf6 @GovKathyHochul Aak yourself why they haven ’ t approved Novavax vaccine that is far more efficacious and safe as opposed to mRNA vaccines ? Do some research . Don ’ t ge a sheep,ineffective
1399618789126201344t,"Former Pfizer VP Tells RFK , Jr . : Young , Healthy People Shouldn ’ t Be Coerced Into Taking ‘ Experimental ’ Vaccines https : / / t.co/VkXFYGf87e",mandatory
1298062483110809601t,"Fact or Fiction , you decide : The upcoming coronavirus vaccines will be slow - acting euthanasia shots . Hence the desperation to censor all criticism of vaccines and even reject the Russian - made vaccine which isn ’ t a kill switch for the simple reason that Russia isn ’ t at war with",ineffective
1349862278003355650t,"@CDCgov @pfizer @GovCanHealth If any of the vaccine really works then why vaccinated travelers are also forced to take COVID test prior to their flight ? FDA authorized to use vaccine , but what the vaccine good for ? NOTHING #",ineffective
1334748854512726016t,"G shit before I ever even contemplate taking a COVID vaccine , I need to see all the Caucasians , government officials and the top 1 % take it first , make sure no weird s * * t going on then I ’ ll take it lol .",rushed
1350852824804909057t,"@globaltimesnews Those who bought your vaccines are already weeping . Your credibility due to past history of huge vaccine scams is very low . ONLY POOR PEOPLE WHO HAVE NO OPTIONS WILL BUY "" Sinovac : Brazil results show Chinese vaccine 50.4 % effective - BBC News "" https : / / t.co/f9QONwJPAh",ineffective
1301179775612940288t,UNFORTUNATELY PLANNED PLANDEMIC BY WORLD ECONOMIC FORUM DAVOS ELITES DEPOPULATION PROGRAM AND HUMAN STERILIZATION EXISTS FOR DECADES EUGENICS DO YOUR RESEARCHS TRANSHUMANISM VACCINES BILL GATES WAS IN CANADA LAST WEEK ALL RELATED CANSINO MODERNA GAVI https : / / t.co/iStzMo78gu,conspiracy side-effect
1325895875772571648t,@Johnnydontlike let convicts get Covid vaccine first . Then he can ’ t use Covid 19 as excuse to empty prisons . I ’ m not getting any vaccine .,none
1334825360794456067t,"@Stat_O_Guy @InProportion2 Although Pfizer say the vaccine is safe , talking seriously , they don't believe themselves .",side-effect
1420260358955036672t,"Absolute protection to shunning responsibility for adverse effects of its COVID - 19 vaccine : Details of Pfizer ’ s contract with Albania raises eyebrows eh_den shared screenshots of the confidential agreement , which in turn revealed the damning details https : / / t.co/BcH0PPw7nc",pharma side-effect
1290380941995773952t,"Covid - 19 vaccine global scam by big pharma ( although the article was published in 2009 ) , where this immense corruption is now even worse than ever - World Health Organisation ‘ Mr Swine Flu ’ Under Investigation for Gross Conflict of Interest - https : / / t.co/ITq56ZgmRL",pharma
1296602531339149312t,"If we ’ re all locked down again wearing masks and college , school and work are all online , there is zero reason to get a flu shot . Unless the COVID vaccine is near I cannot see our government killing big Pharmas flu shot landfall of cash .",pharma
1386719445595262983t,@mcfunny @sallytca @CameronTheile @HeyImMaggy The Johnson & Johnson vaccine has caused blood clots in some people and some have even died .,side-effect
1219995104007610370t,"To say vaccines work is like a wholesale stamp of approval for every vaccine campaign pushed by WHO , CDC & bigpharma . Some vaccines have been helpful or some vaccines would be helpful if would show that we are aware of the anti - human bias inherent in the system & these entities .",rushed
1326065238307983361t,"@CNBC All covid vaccines being developed are not intended to prevent infection , transmission , hospitalization , or death . So WTF are we even talking about right now ?",ineffective
1328458578944958464t,@TomPark1n To these guys those curves are success . Those curves represent vaccine dose sales in the new year . We have all been duped by sociopaths who snuck into office . They see the covid - 19 deaths in long - term care homes as savings in their budgets .,pharma
1396467052416835593t,"Heart Inflammation after Vaccine ? under investigation https : / / t.co/1MsNYw4B6R CDC did not specify which vaccines . Israel ... a small number of cases of heart inflammation in people who had received Pfizer , though it had not yet drawn any conclusions . Most among at up to age 30 .",side-effect
1375134737640083461t,Does this make sense guys ? It's time we rise and put a end to this shit before we regret it . The vaccinated are getting sick left and right . States with more vaccinated have higher virus spikes . Ridiculous . #Getoffthecouch https : / / t.co/WhsScRkVJr,ineffective side-effect
1290342462121291780t,"@simpo659 @annwmac @StephenMcNeil I am ! I'm not an anti - vaxxer by any means . Or at least I wasnt . This covid vaccine has made me question my stance . Regardless though , s vaccine built in less than a year , being pushed by a guy who has no medical expert , and made by the Chinese who have started the virus to ...",rushed
1329055989337874434t,Does Pfizer assume liability if this vaccine turns out to be as deadly as the vaccine the Gates Foundation used in Africa ? Does Pfizer have any liability at all ? I ’ ll pass !,pharma side-effect
1336092135548989441t,"@IoanAnthony @AS332L @Effiedeans The vaccine from Pfizer is delivered in a different way to other vaccines , that ’ s a cause for concern too . At the end of the day it should always be an individual ’ s choice and never be forced on anyone by any means .",mandatory
1421761789579173890t,"Driving Viral Evolution to further escape vaccines ! You didn't listen to @BNN_Breaking before perhaps you'll listen now . "" The unnecessary vaccination of #Children could retard the human evolutionary process "" #Epidemiology @carrielbjohnson 👇 https : / / t.co/FyzclYf0CD",side-effect unnecessary
1370454606074015750t,Link to the fatal cases after covid vaccination on the VAERS ( US ) database #CovidVaccines #vaccineskill https : / / t.co/gdRLguW1lJ,side-effect
1356528053208367104t,Wonder if the BBC will be reporting on this today ? If a 19 year - old was in ICU due to Covid you can bet they would be . 👇 19 - year - old hospitalized in ICU days after getting second Pfizer vaccine - The Jerusalem Post https : / / t.co/sccc1KdjIZ,side-effect
1302004387175444482t,"@drug_smolecules @RNAiAnalyst It is a bit surprising , but if it is real and you ’ d be surprised that Pfizer ’ s billions wouldn ’ t have solved the problem with their vaccine if it was solvable",pharma
1344594746992435203t,Dolores Cahill - about Vaccines against the corona virus - 1 / 3 or even 1 / 2 of the people who get corona vaccine may have serious side effects https : / / t.co/VtBIjrLCFi,side-effect
1435979290336657416t,"@moderna_tx Stop lying to your investors you've never produced a vaccine with multiple strains nor flu vaccine , years away . Your current side effect profile is not acceptable for an annual booster . #vaccine #wallstreetlies",side-effect
1334550987319746561t,@piersmorgan If the Pfizer vaccine is so safe why have they been given immunity from any prosecution in the event of complications if your family member dies or grows 2 legs it ’ s tough shit,side-effect
1373649346273677319t,"Have yet to hear from any health official what people who have had the covid vaccine can or cannot do ? Can you get together with others who have had shot ? Are you immune ? What's the good of getting shot , if there are no guidelines ?",ineffective
1376728706295664643t,@WHCOVIDResponse @FauciFan Keeping American children away from Fauci's children's book will be more beneficial than any child vaccine . Why is Pfizer now getting richer off of what we were told was unnecessary ? ? Thanks for helping Trump with the Original vaccine Pfizer ...,pharma
1300311326309277697t,"If this is for real I might just become an anti - vaxxer ! "" Human 2.0 "" ? A Wake - Up Call To The World https : / / t.co/Cru7l7Qko2 via @YouTube",conspiracy unnecessary
1336010265809178624t,https : / / t.co/9nl4mEjflE This is by Pfizer Sr . Scientist . Explains Fake Tests and Vax info . MUST READ by all our concerned officials .,rushed
1339697165879402497t,@adamfeuerstein Ohhhhh aahhhhhh ohhhhhh anti - science within science ? Unbelievable . Because every argument against puppy Moderna or even abstain is automatically anti - science . Moderna is a religion already ! ! !,pharma religious
