ID,text,labels
1398047144930529282t,Five more suffer blood clotting after receiving AstraZeneca jab https : / / t.co/mLHHBwRI1c but the Chef of the TGA before AstraZeneca has been started OFFICIALLY said AstraZeneca is safe and does not have any complications like blood clots - how we can trust the TGA ?,side-effect
1345360490571198464t,#NurembergCode @TheBMA Going to block all medical practitioners who say that we should not worry our pretty little heads that the UK Govt intends to use the Pfizer vaccine in a way that it is not licensed to be used . That the thin end of a very large wedge . #JosefMengele,rushed
1394099705714520065t,""" Princess Michael of Kent has been ill for a month and is suffering from blood clots after getting her two doses of the Oxford - AstraZeneca COVID - 19 vaccine , The Sun reports , citing a source close to the princess . "" https : / / t.co/UlMq2r1arn",side-effect
1309819780564647936t,"Which #Vaccine are you talking about .. You have already admitted manufacturing 6 - 7 different vaccines ( ranging from Oxford fake virus to Putin's concoction ) .. There is a saying .. "" Compounder ho , compounder hi raho .. Doctor maat bano """,pharma
1336745503338467333t,"@GovPritzker @US_FDA @pfizer The Governor of Illinois is encouraging residents to take the vaccine ? What happened to "" my bod , my choice "" and the abortion bill you regulated in 2019 ?",mandatory
1365962216135090177t,"@connolly_ruth @DonnellyStephen if it makes sense , increases the vaccine administered numbers quickly and seems like they are doing a great job ... then no !",none
1350649176317591553t,"Porto nurse dies 2 days after getting #Pfizervaccine $ PFE "" She hadn't had any health problems . She had the Covid - 19 vaccine but she didn't have any symptoms . I don't know what happened . I just want answers . I want to know what led to my daughter's death . "" https : / / t.co/TWxxI8VYXv",side-effect
1352872861334003712t,@tina_porkskins @OregonGovBrown When you say after someone is vaccinated you are not slowing things down do you really believe that ? The vaccine has 95 % efficacy and shows 60 % decrease in transmission . Decreases risk exponentially . People can decide their own risk tolerance and tradeoffs at that point .,ineffective
1325903381907566592t,"@kleegrubaugh @drdavidsamadi Pfizer ! The company fined billions for fraud , falsifying data , bribing Drs , wants to make #COVID vaccine ! And when that vaccine injures or kills , guess who CANNOT be sued for damages ! ! ! https : / / t.co/nuUSzVkFWX",pharma side-effect
1344057301154467840t,"Anyone who dies with 28 days of receiving an untested vaccine should have it recorded as a cause of death The news headline should read : "" People dying after having a Covid 19 vaccine "" Would that be a balanced bias ?",side-effect
1376598519746764800t,"@blindpouch @keck553 I fully agree that forcing a vaccine on people isn't the way to go , nor is requiring it to go "" Back to normal "" The thing is , we shield vaccine makers from liability blanketly through a separate system for people who get injured by them .",mandatory
1373272924656861184t,#Fauci is an insider . He knows things that the public does not know . He knows that the #Pfizer #vaccine is no good against the UK strain of #COVID_19 . https : / / t.co/6dw21Y5SVY,ineffective
1299287956658716672t,"@UN @BillGates @WHOAFRO @WHOAFRO is the most corrupted doctors ever witnessed on earth since Dr Mengel Nazi . Test of coronavirus came back positive on parrots , sheeps , watermelons ... billgates is financing non doctors organisation like Moderna .. and trying to call himself humanitary helpers : - /",conspiracy pharma political
1365984838327668737t,"@sangxa The Johnson & Johnson "" EXPERIMENTAL VACCINE "" administred on healthcare workers as a Roll Out , the first day the administering started , vaccine was NOT even FDA authorized for Emergency Use . Why is Ramaphosa Government so willing to experiment on its People on such large scale ? 😠",rushed
1374049185813688323t,@vfapharma @WHO Can you show peer - reviewed study that your vaccine is better than the immunity or World Health Organisation will request another block or deleting of my account as they did with my #LinkedIn account . Why informed consent about vaccines says different ? #COVID19,unnecessary
1287698349995548672t,"It isn't anti vax.its common sense not to put unproven toxins in your body.this government is going to force us to do this by creating more panic and fear , stigmatising those who won't have the vaccine , its going to happen",mandatory rushed
1374793465482084359t,"@saharaguts @ARWBS3 @THEJamesWhale Course you are , the vaccine fiasco should be enough for anyone who supports the block to change their minds , unless you think it's fine to play politics with ppls lives and freedoms . It's a protectionist racked for big business at the consumers expense , always has been .",political
1339311561912016905t,@NtateG1 @HealthZA Even the pfizer CEO is refusing to take his own vaccine because he knows it's designed to kill and sterelize people,side-effect
1289791604694245378t,"The only thing i will take for covid is HCQ , Zinc and the Z - Pac . No other vaccine .",unnecessary
1372854445122457600t,"@LeeWilkinson23 @koigi3 @BorisJohnson The covid vaccine is not a vaccine . It is "" genetic therapy "" , ie , genetic mutation . Don't expect to turn into the Hulk though . It is more likely to make you more susceptible to the next round of manufactured flu .",conspiracy ineffective side-effect
1367574536976269323t,@HolliWinters @JohnnyLeRose @MollyJongFast When COVID happen the Repbulicans including Trump bought stock into the vaccine companies . I think the more people died the more money the made . Remember Trump claim he got COVID and the vaccine cured him . But if that the case why did he and Melania sneak and take the new one,political
1358907280813662210t,@dwilliam9940 It ’ s not just Johnson who attempts to rubbish any criticism of the narrative . Those who question the PCR test are labelled Covid deniers . Those who question the vaccine are called anti - Vaxxers . Those who question @piersmorgan are titled covidiots . Easier to dismiss than engage,none
1339324620328067074t,"@hollymathnerd You're one step ahead of me . I'm still left wondering why people who have already been infected with COVID need the vaccine . They don't . No . Bullshit . I asumme this one is less nefarious , Pfizer wants everyone to fork over their fucking money . By fiat , if your nation allows it .",pharma unnecessary
1302955895547219972t,"@MichaelYeadon3 @MattHancock Its illegal under Nuremberg code 1947 to experiment on humans without their consent . A senior executive from AstraZeneca , was just granted protection from all legal action if the company's vaccine led to damaging side effects . https : / / t.co/muLDqEwnHN",rushed side-effect
1285273250067603456t,According to the article the Covid 19 vaccine is safe and provides immunity for only 2 months . Maybe ready by Christmas . Article states that Chinese candidate may also be effective . Will u take the vaccine ? That would be a no for me . https : / / t.co/PvvcMDp4nk,ineffective
1334773658028486656t,"If I take the vaccine , I may not be able to see loved ones . If I take the vaccine , and it has serious side effects , I won ’ t see loved ones and I won ’ t have any legal recourse against the company . Why would I want to take this vaccine ? #vaccine #Pfizer #mRNA #COVID19",side-effect
1338887338534051842t,"@policescotland @scotgov FDA recommends watching for Bell's palsy after taking the Pfizer vaccine , cnbc report . Folks this is no joke and you never know what detrimental side effects you may have on the long run . It's better to endure the hoax virus than take the vaccine .",side-effect
1353726153312374787t,@mummylion_36 @SandraWeeden @Belinda555777 @SGJackson Bill gates is on the express way for human genetic manipulation . Now you need 3 shots to be vaccinated .. do you still need more to be bloody awake https : / / t.co/VOht69svCO,conspiracy side-effect
1375067298298535936t,"This is just to try scare people into getting the vaccine , I WILL NOT BE GETTING THE VACCINES ' ' I AM VEGAN INTO A HEALTHY LIFE ' ' TOXICvaccines ; - COVID - 19 : Boris Johnson warns Europe's third wave will hit UK but is ' reassured ' EU doesn't want jabs ' blockade ' https : / / t.co/T8o2fetfRA",political
1288668651877523456t,"@xamn_d @natehansen42 @stella_immanuel @drsanjaygupta @TuckerCarlson Would you be doing double blind placebo controlled studies while patients are dying ? Like what Pfizer did with Trovan , a couple of years back , , in Nigeria . Many of those children ended up paralyzed for life",pharma side-effect
1374448648717705216t,"U would have to live under a rock to take this as truth like are u tapped , how many ppl does ur news channel keep telling u took the vaccine already bc i sure as hell know it's not 3",none
1350750368557359104t,@pfizer @gavreilly @newschambers Norway Pfizer vaccine death toll rises to 29 in over 75 year olds with serious underlying conditions . How safe is the Pfizer vaccine ? Irish Times article : https : / / t.co/JmJmqk4GHe,side-effect
1337930529681891330t,"@mwesolowski @jaymichaelson @thedailybeast Dr . Mike Yeardon ( ex Pfizer VP ) stated the vaccine should be STOPPED . MANY people develop life threatening allergies to one of the ingredients in the vaccine AND the animal in the trials using mRNA , "" tolerated the vaxx well "" , but upon rechallenge w / pathogen , DIED .",side-effect
1334618763627548679t,"@njdotcom “ Misinformation ” is another term for “ we don ’ t like the information ” . Parents of children that have been injured from vaccines and won settlements in the court of law have been censored . Also , if the Covid vax injures you , they have no liability . https : / / t.co/yBMR23jTTI",side-effect
1333364570640035841t,@scary_biscuits No . 1 . Had covid . 2 . Risk of taking a new vaccine Vs benefit to my health = negative,side-effect
1340199919580192770t,@gerrywebster The original vaccines were just inert versions of the virus they were directed against . I ’ m not sure the Pfizer chemical should be called a ‘ vaccine ’ at all . I think it ’ s something completely new that should be given a different name .,ineffective
1417080583679795202t,@ciaranofaolain @newschambers But will there be truly informed consent ? There are serious risks for younger people with the AZ - BioNTech vaccine . It's one of the things I write about at length in this ( now massive ) tome about Covid vaccination : https : / / t.co/nAbJHWICh8,side-effect
1318298750499102722t,"@NAChristakis @SaadOmer3 @InciYildirim11 @thehowie @JAMA_current I don ’ t understand at all how COVID herd immunity is even a thing . And a vaccine , for that matter . We ’ re seeing multiple cases of reinfection . How can we create immunity to anything when you can be reinfected ?",ineffective
1337813086984552448t,@PensivePoet97 I WILL NOT TAKE THE COVID VACCINE — IT IS A FORM OF BRANDING — THIS IS WHAT * CULTS * DO ! I BELONG TO GOD THROUGH JESUS !,religious
1325778224408911874t,@AlStewartOBE @pfizer @thetimes Depends if everyone is going to be forced to take the vaccine for a disease that has a 99 % + survival rate ... Given that behind this news the testing regime is nothing like normal pharma testing .,mandatory
1285832732484841472t,@AishwaryaMudgi1 The covid vaccine wil be a huge money spinning scam . ? ? ? Will only the elite be vaccinated ? ? Overbilling ! Wasting in godowns ? The consequent deaths of vulnerable noted as TB ? ? ?,side-effect
1261332825791438853t,@mitchellreports @GeoffRBennett Are we seriously going to trust the ultimate snake oil salesman and carnival barker to bring us a safe and effective vaccine ? No thanks . I'll wait for the Oxford vaccine .,ineffective side-effect
1334441368563970049t,"@MattHancock @pfizer @BioNTech_Group @MHRAgovuk Tell us Matt , you told us all you ’ r bodies own defences don ’ t store white blood cells for more than a few months , but your Vaccine stays around for years ? 🤔 You ’ re telling fibs again you naughty boy ! The Vaccine is a way back to normal life oh erm yeah ! No it isnt ? 🤔 https : / / t.co/oLJxDaw3KT",ineffective
1331206337334808576t,"they testing their vaccine in Latin America , russian bullshit 🖕",ineffective
1436089592239767553t,"I ’ ve had 2 doses of the Pfizer vaccine . I will not be having any boosters . If that means I cannot travel , work , go to the theatre or enjoy a pop concert then so be it ! It ’ ll be tough but I will not be a part of this any longer . I will not comply with this dictatorial madness !",mandatory
1337102549875367947t,"@chef_leopold @SleepyCongress1 @Reuters I am hearing that people with anaphylactic reactions should also be cautious about the Pfizer vaccine being considered today . I knew the egg connection ( my son is allergic to eggs ) , but if Pfizer vaccine not grown on eggs , I wonder why the concern . I clearly have research to do !",ingredients side-effect
1360042865158721537t,"@bfs2020 @NBCNews you just proved my point ... they are lying to us .. keeping false covid "" cases "" up for fear so you will get the vaccines / comply / make them BILLIONS ! ! ! Dear Fauci is director of NIAID ... owner of 50 % royalty profits for Moderna",pharma
1333480404678938625t,"In a July debate , Kennedy emphasized that Pfizer , and three other leading developers of coronavirus vaccines , Glaxo , Sanofi , Merck , are “ convicted serial felon [ s ] . ” “ In the past 10 years , just in the last decade , those companies have paid 35 billion dollars in criminal penalties",pharma
1353437300076797954t,"@BBCNews Vaccine is obsolete , no immunity nor any for the new strain",ineffective
1402626906416050179t,@BharatBiotech is proving to be unreliable and untrustworthy . Modi allows them to exploit and loot Indians with WORLD'S MOST EXPENSIVE VACCINE - without DATA @ICMRDELHI / @CDSCO_INDIA_INF are complacent in this Loot . #ReleaseTheData #CovaxinKaRaaz,political rushed
1365618812545040386t,"@GrahamMarlbrou1 I disagree with mask wearing by the public , as I believe it helps spread disease . I declined to have the vaccine , which is my personal choice , although if others want it , fine , and I don't call people sheep .",none
1354155004798631937t,@RichAlexander20 @revolutino @united If they're so safe then why do the pharmaceutical companies have measures in place that protects them from being sued in the event the vaccine doesn't work as promised . It seems that United is setting themselves up for potential employee lawsuits in the future . Not smart .,ineffective
1373445532782301186t,"27 YEAR OLD NURSE MEGI BAKRADZE , DIES AFTER RECEIVING ASTRAZENECA COVID VACCINE [ 2021 - 03 - 19 ] ( VIDEO ) https : / / t.co/rktfWx4l6D via @BitChute",side-effect
1376120995124285447t,"Number of people in ICU with covid fallen by 70 % .. scaremongering by mainstream media . Everyone needs to wake up and stop tolerating this shit . Next is vaccine passports . Conspiracy my arse , they ’ re controlling us and you ’ re stupid if you can ’ t see otherwise",conspiracy mandatory
1344634420175773696t,A Dr . is concerned that there is no evidence of benefit from a single dose of the Pfizer vaccine .,ineffective
1375938799247765515t,"She has been trying to speak out : writing letters to government , speaking to Unison . She ’ s been questioning everything that ’ s been going on for a long time : “ Vaccine rollout , vaccine injury . Realising it ’ s an experimental agent . It ’ s going to keep going , ” ... continue thread ...",rushed side-effect
1353752504941481984t,"@TigresOficial From Inbox : Brant Griner - - "" This is what the Pfizer covid 19 vaccine has done to my Mom . https : / / t.co/FEYP9hHw0x",side-effect
1433830554349318154t,"Exclusive Interview : Mom Whose 14 - Year - Old Son Developed Myocarditis After Pfizer Vaccine No Longer Trusts CDC , Public Health Officials • Children's Health Defense https : / / t.co/AhsHhZTyvG",side-effect
1338690286470320129t,@BarryMcCock6_9 It's so odd bc the adverse effects of the pfizer vaccine are enough for younger people to think twice . Why are we committed to this technology over others ?,side-effect
1331517806756704256t,https : / / t.co/EpjwvjtDN4 This fuckin Moderna's turning out to be a right can of worms . #COVID19 #vaccine #lockdown,none
1336682337069912064t,"@BREElieve My concern is there ’ s multiple vaccines being tested not just the one from Pfizer , that ’ s what people have to be careful about .",side-effect
1432361715530878976t,New Zealand reports death of woman after Pfizer COVID vaccine – Fintech Zoom https : / / t.co/cQsZsljYMx,side-effect
1335082067214950400t,"So we don ’ t need an ID to vote , but we will get a nice vaccination card once we get freed with our inoculation . I am super pro vax but this isn ’ t right . #vaccine #vaccination #COVID19 #Pfizer #MarkOfTheBeast",mandatory
1325785900496936961t,@AsennaWealth They can keep their RFID chip along with their Corona vaccine .,conspiracy ingredients
1255956921628098569t,Robert F Kennedy Jr . Exposes Bill Gates ’ Vaccine Dictatorship Plan – cites Gates ’ twisted ‘ Messiah Complex ’ @FortRussNews https : / / t.co/dutpMxzgtO,conspiracy
1327961823287668737t,"FunVax Virus against "" God Gene "" VMAT 2 https : / / t.co/POMKPSpJX6 via @YouTube Pray and say NO to Pfizer Vaccines from Hell !",religious
1349322420017004544t,Modi thinks we Indians are Guinea Pigs to test his COVID Vaccines . Why not let him and his Ministers take the vaccine first and we will wait . @AamAadmiParty @INCIndia @cpimspeak @AITCofficial #ModiWeAreNotGuineaPigs #CovidVaccines,political
1416874169690640390t,"the case UK aforemost shows how dangerous the blind belief into a vaccine against a virus type is that is known to be constantly mutating , it was predicatble that this cannot work like Johnson thinks https : / / t.co/YSESkavqZF",ineffective
1395162637332213761t,@chicagotribune @COVIDOversight This is fine . Americans don't want them . Less than 10 million vaccines administered in the US are Johnson and Johnson . Americans aren't stupid and don't want vaccines that are not effective or safe .,ineffective side-effect
1363549579334086660t,The govmt has lied so much about the Covid numbers we don ’ t know it ’ s safe or not but that vaccine has not been tested they haven ’ t had time to test it and it messes with DNA consider possibly reading everything about it first . Frontline doctors . Com,political rushed side-effect
1290164137314488320t,"I will NOT wear a mask I will NOT social distance I will NOT be vaccinated #Scamdemic #Agenda2030 #depopulation #DestroyWEF #DestroyUN #DestroyEU @BillGates @gatesfoundation @melindagates @gavi @moderna_tx @DrDawnHarper @guardian Truth Teller , Best Doctor EVER : @DrButtar",conspiracy
1340514056688590848t,@donnare96057495 @o_rips That's why randomized placebo controlled trials need to be done for several years . Not 2 months like with these Covid vaccines .,rushed
1349967617398890496t,😱 😱 😱 In addition ... Seven senior residents of a Montreal nursing home were found infected with Covid within 28 days after inoculation ! Can someone pointed me to the trial 3 test data of Pfizer on seniors please . 🙏 @BogochIsaac https : / / t.co/0Nq4NiapYe,side-effect
1432759026027139076t,"See the heading "" NZ reported its first death linked to Pfizer ’ s vaccine after a woman suffered myocarditis , .. a known rare side effect of the vaccine . Health officials there said other factors could have contributed to her death "" Vax - other factors PCR + ve - sorry , Cov 2 https : / / t.co/9nK1ohgZG6",side-effect
1331314053285900292t,Did you know Pfizer / BioNTech is lined up to make 15 billion dollars from their #covid vaccine ? https : / / t.co/u6Fr4oI2vU,pharma
1374459289889165312t,@Nova16071969 @FeeStepcoteHill @toryboypierce It's In testing until mid 2023 . The same bloke funding everything has annouced he wants to send chalk into the air today to dim down the sun . I think they have the right to wait to decide if they want this vaccine .,rushed
1364025434304749570t,"@iamErica_Mena so I believe him , because I had sun poison before . 👌 I read the newspapers in Rio De Janeiro . Not everybody in Brazil is black , there are plenty of white and brown people there . They get the vaccine sinovac ans they are dying .",side-effect
1254404086046191617t,"Immunity no guarantee ... So a vaccine that they are pushing for , would NOT guarentee public safety ? ? The whole thing is starting to stink real bad , as they keep tripping up with WHY we must remained locked down . About killing economy not a virus . https : / / t.co/cwLJxN7rtw",side-effect
1264558246959824897t,"@GovernorGordon Gov Gordon : Another of ur infamous MDs , Gottlieb : On TV admitting Pfizer ( he's a Pfizer board member ) may have to shelve vaccine trials d / 2 lack of virus prevalence . A big “ L ” for Team Apocalypse Bill Gates & Big Pharma , and those on their payroll , but good news for humanity . 🇺 🇸",pharma
1374348141324087300t,@LindsayD_BCG @Katyandtheboys You haven ’ t done enough research . There are multiple links between vaccinations and autism . My sister was perfectly fine until she was vaccinated .,side-effect
1325952417352003587t,"Pfizer deliberately held back announcement info on vaccine until after election . 3 days after .. #BigPharma will lose 100s of billions $ $ when @realDonaldTrump favored nation executive order hits them ! $ $ that will instead be saved by we , the people ! #StoptheSteal #AuditTheVote",pharma political
1377656732030144512t,"Pfizer says COVID - 19 vaccine lasts 6 months , protects against variants https : / / t.co/76wzGrYZy3 @nypost how do they know that ? every day we hear different stories from everyone so obviously no - one is an expert on these vaccines",ineffective
1369327076482813952t,The are safe and effective only when administered as per approval with healthcanada @pfizer Not with Bonnie Henry ’ s forced medical experimentation without informed consent She won ’ t tell us about covid infected semen as a covid risk ; what isn ’ t she telling us about the experiment,mandatory rushed side-effect
1373649346273677319t,"Have yet to hear from any health official what people who have had the covid vaccine can or cannot do ? Can you get together with others who have had shot ? Are you immune ? What's the good of getting shot , if there are no guidelines ?",ineffective
1365215206696247297t,"@PerpetualValue A population of scientifically illiterate , bedwetters , happy to accept fudged figures & draconian restrictions on our freedoms for a virus with + 99 % recovery rate , desperate to swap natural immunity for a corporate "" vaccine "" in return for a ' normal ' , forcibly removed .",pharma
1280939988889239558t,"Dr . Nesheiwat : ' Great news ' about Novavax's COVID - 19 vaccine development | https : / / t.co/K7vaE0Hcw3 Okay , researchers ! Let's dig in and find out if ' Novavax ' is in any way related to Bill Gates or Dr . Fauci ! NO VACCINES FROM THESE GHOULS ! ! !",pharma
1287730839091056640t,"@aubrey_huff Based on your tweet , I must conclude that Donald John Trump is an agent of the Beast because he is actively promoting the vaccine .",political
1244388321012277249t,"@KarelLogan35 @DVATW New may be ... But who brought it , pushed it .. See how American drug companies spreadvirus n come out with vaccines , doing exactly what chinese virus is doing ... Bill gates owns all vaccine companies , all in the name of charity , westerners have used charity like nobody's business",pharma
1376942466960650246t,Anyone got a PDF fillable of a Covid Vaccination card ? I'd like to print off a bunch for the neighborhood because we aren't taking the vaccine . Have no problem at all passing off fake ones .,none
1361259705738395650t,@GovernmentZA Don ’ t trust the media ; Masks and social distancing are pointless ; COVID - 19 is about as serious as Influenza ( which isn ’ t very serious ) ; A COVID - 19 vaccine isn ’ t necessary ; Go back to living a normal life . Says a world renowned microbiologist . https : / / t.co/gaaH4ngkvu,unnecessary
1292920028996739079t,@mezucchini bill gates it goingnto put it back in with his corona virus vaccine nice try,conspiracy pharma
1354915748871872512t,I am afraid that Tiffany Dover is unfortunately dead after the Covid Vaccine - https : / / t.co/NnMQFWJXOi,side-effect
1343666028094611458t,@FakhuusHashim Has the CEO of Pfizer taken his vaccine shot yet ? I heard he said he doesn't want to jump queue . When they chain him to a chair publicly and chook him the thing then we can consider .,none
1337925387884535808t,‘ Refuse this vaccination ’ : Acclaimed French doctor unloads on COVID vaccine | News | LifeSite https : / / t.co/23j9Yv81vt,side-effect
1407877790368550920t,"@IrknessAft @SenRonJohnson @Facebook For some people I know , the vaccine does nothing to increase immunity . We need to know that and why . All adverse outcomes need to be investigated and reported . Bad news educates . So far , the bad outcomes are quite rare , but measurable .",ineffective
1299189928279134210t,Trump did a great job with his speech at RNC . He promoted vaccine warp speed and 5G technology both which I wish he would not endorse . Anyone else like everything about him besides him pushing 5G n promoting vaccine warp speed for covid ?,political
1326630440371937281t,@KerryEPage @AW50968253 @mitchellreports @WalterIsaacson The Pfizer vaccine uses mRNA which fools your body into making the spike protein from Covid . The protein by itself does nothing except provoke an immune response to the virus itself .,ineffective ingredients
1343992006486458368t,"@Allycon3 @silenced_wont2 @HealthFreedomIE No I hadn't seen that , and I have only read the FDA approvals , the US has not been asked to vaccinate kids and the Pfizer Vaccine is , by their own admission , contraindicated in pregnancy .",side-effect
1307839000258977793t,""" I have totally changed the FDA process . Same safety but the speed is from a different world "" — President Trump just now on FOX . @realDonaldTrump SPEED DOES NOT EQUATE TO SAFTY BEING MAINTAINED U DID NOTICE THAT EVEN THE OXFORD VACCINE SUDDENLY HAD SAFETY ISSUES DURING TESTING",rushed side-effect
1265392945546629120t,@BeachMilk @ConspiracyWATCH Gates is a pusher of covid - 19 vaccine ’ s so he can kill off as many people ass possible,conspiracy side-effect
1354799937167351810t,"The vaccine trials weren't given to very many elderly people , and even fewer who already had other serious conditions . These are the people most at risk from Covid , and have been first in line . To claim that they've been fully tested for these people isn't true .",rushed
1440056687642099717t,Pfizer forecasts $ 26bn of Covid - 19 vaccine revenue after first - quarter success https : / / t.co/GqMHi7Udef via @PharmaTechFocus - And ZERO liability ! Who ’ ll be laughing all the way to the bank then ? 🤔,pharma
1407907583617208325t,Germany and South Africa demand action over spoiled Johnson & Johnson Covid vaccines https : / / t.co/lpMpLv83Z7 via @TheNationalNews,country
1326148604743049216t,"The idea that the Government will mediate the distribution of a possible Covid vaccine , is of grave concern . They cannot be allowed to subject the proccess to their immoral policy of knowing , deliberate incompetence .",political
1446101810436050947t,"@TaylorGrimesDog @megtirrell The problem is those who are unvaxxed have better immunity . Countrys world wide paid $ 38 , 00 per shot of vaccine to #Pfizer on the basis its 95 % , now at 47 % it shows how poor the vaccine is and how all these country's are now paying 50 % again on top of the original costs",ineffective
1354123886972043276t,"Pfizer previously stated that it takes minimum 5 years to test , create and release a proper vaccine . The vaccine now is killing ppl as well . Everything seems a bit weirddddd",rushed side-effect
1352975777411846144t,"@VFreedoms I was born in that period . The vaccine is not experimental , although I will not take it . In principle I do not support the Monarchy , but it does provide a stable basis for democracy . I'm not a fan of the NHS , and I detest the BBC . I don't think my generation is brainwashed at all",none
1353164421443559424t,@BBCNews IF ITS NOT TRANSMITTED YOU DON'T NEED A VACCINE . A VACCINE IS THE INABILITY OF THE PUBLIC TO STOP TRANSMITTING IT . A VACCINE WON'T PREVENT TRANSMISSION LONG COVID WILL BE RIFE DISABILITY WILL ROCKET S T O P T R A N S M I S S I O N,ineffective unnecessary
1319015984045371395t,So someone dies on the Covid vaccine trials and they are reporting the person died taking a placebo not the vaccine 😦 what was the placebo heroine ? 🤭 you really couldn ’ t make this shit up 🧐,side-effect
1420414962544033801t,@TheInsiderPaper Get vaxxed with Pfizer with 39 % efficacy or with J & J with even much lower efficacy so you can spread virus without testing . 🤦 🏻 ‍ ♂ ️,ineffective
1438880280652259331t,"6 / The Israelis were convinced that the efficacy of the @pfizer #vaccine was waning over time , especially in people over 60 years of age . They felt there was a clear decrease 6 mos after full vax . MORE https : / / t.co/tjAahlL1Wd",ineffective
1304644820292349952t,@sapiofoxy @MartynMcL Martyn probably isn ’ t very informed about masks or vaccines . He may not know AstraZeneca has no faith in the safety of its vaccines and so indemnifies against liability,side-effect
1263496155960401921t,"@CL4Syr @jamesgraham521 All vaccines take around 10 years . To push a vaccine on fast track will end up in disaster . It looks like no one learns by past mistakes . & when it comes vaccinations I don ’ t care who produces them , safety comes first . CoVid 19 is a new virus . Vaccine definitely needs questioned !",rushed
1327335778788257796t,"@annekris95 Think the only ones in line for the covid vaccine are the MSM brainwashed bedwetters who trust a vaccine from Bill Gates after a few months testing , which normally takes years . You & your friends can have our vaccines because anyone with sense won ’ t be having them 😂 😂 😂",rushed
1148063647748513793t,"And tell you it's harmless and easy to treat out the other . Don't take this vaccine . I'm not an antivaxer except when it makes sense , and in this case , it makes sense . End .",side-effect
1322287681955508224t,"@WSJ WTF . "" ... J & J paused trials of its vaccine earlier this month after a subject became ill "" . Claimed it was unrelated . More results not excuses ! "" .. couldn't release more information because of patient confidentiality "" BS I don't want patient names , just more proof its unrelated .",side-effect
1293154976726953985t,"Um , I guess Russia has commenced widespread testing of its Covid - 19 vaccine on everyone . Why would any sane Russian take it ? To avoid a fall from a fifth floor window ?",none
1306662401551597570t,"@SethAbramson Is Trump spending millions of taxpayer money on that “ Rush Job Russian ” vaccine ? Trump will do * anything * to get more votes , including releasing a vaccine before it is tested and verified that it works and doesn ’ t cause harm .",political rushed
1246129533620613120t,"@Ignatiusone @jakejakeny @ScottAdamsSays Even if delayed , specific immunity to COVID - 19 will arrive before even a rushed vaccine . I know which one I'd trust more . If you're not a in a high - risk or vulnerable population group , go whenever and do whatever",rushed
1333156552556032005t,What if the covid vaccine wasn ’ t tested on recovered covid people ? If ⅓ of Americans have really recovered ( beat ) covid then why give them a vaccine to achieve what they already have ?,rushed unnecessary
1328377861938548743t,@ChrisMilbank @robbystarbuck He does . Bill gates expected a 22 × return on his vaccine investment ( CNBC ) fauci works for him and moderna https : / / t.co/ZzF7RwR0kb,pharma
1331949923688845312t,"A skeptical point of view ? “ There is absolutely no need for vaccines to extinguish the pandemic , which is effectively over ” - Dr . Mike Yeadon , Pfizer's former Vice President and Chief Scientist https : / / t.co/ipGtCfkwBk",unnecessary
1381966514161647617t,"#US calls for pause #Johnson vaccine 6 cases cerebral venous sinus thrombosis ( #CVST ) among women between the ages of 18 - 48 , with symptoms between 6 - 13 days after vaccination . Out of 6.8 million doses given ( 0.00009 % ) . Similar to #AstraZenaca https : / / t.co/9VH4B8uAnU",side-effect
1261807133860884480t,"Fauci / Birx FRAUDELENT advice LOCKEDDOWN USA , Fauci editorial in NEJM 4 - 1 - 20 point out flaws in COVID - 19 death projections , helped China file patent , both support Gates / Soros UN Agenda 21 plans 2 depopulate Earth . TREASON . Any Gates vaccine would B perfect weapon to kill 7 bln ppl",conspiracy side-effect
1372002880224251904t,"@patriotcanuck65 My doctor said , “ Absolutely do not get the vaccine . There is not enough research . ” That is after I asked her how she would treat me if I came in with Covid . I told her I would not rule out Hydroxychlorquine , but I plan to suck it up .",rushed
1301890678562197504t,"@nockjnr @MobilePunch @NaijaFlyingDr Why are we so willing to be lab rats ? Why are we so ready to accept the Russian vaccine as safe when even the most optimistic projection is that the earliest we can have a vaccine is November ? What is this sudden show of affection of "" with love from Russia ? "" .",country rushed
1381991459201638401t,"FDA advises states to pause use of J & J Covid vaccine after rare blood - clotting issue affects 6 women , kills 1 This is not good news . #COVID19 #CovidVaccine #JohnsonandJohnson https : / / t.co/8Hr3LQxylm",side-effect
1355556252269613062t,#Pfizer CEO vows to speed up #vaccine development to under 100 days to combat the ' high likelihood ' that current #COVID19 shots will need upgrades to stay effective https : / / t.co/mU7jeuLKOh via @businessinsider All vaccine cheerleaders should read this { @DadyChery,ineffective rushed
1351127331306434567t,"Woman who suffered convulsions after taking Pfizer Covid jab being screened for permanent neurological damage , son tells RT 📰 » https : / / t.co/igeDXebw7C https : / / t.co/ZUIJOgXrNU",side-effect
1341671970715398146t,"part 2 - so far , the COVID VACCINE caused "" mild "" side effects like DEATH , heart failure , infertility , ( GBS ) a vaccine - caused condition that damages the nerves , causing muscle weakness and sometimes paralysis that is permanent .",side-effect
1315305479753564160t,"So , w / o wearing mask or hiding in basement I have avoided Covid - 19 ... BUT I may be killed by a FLU VACCINE I don't take but an acquaintance does ? ? ? You just can't make this up , people ! VIRUSES are tricky ... #Trump2020",side-effect
